0,00000000E+00
2,85585673E-04
5,71171346E-04
8,56757106E-04
1,14234269E-03
1,42792845E-03
1,71351421E-03
1,99909974E-03
2,28468538E-03
2,57027126E-03
2,85585690E-03
3,14144255E-03
3,42702842E-03
3,71261407E-03
3,99819948E-03
4,28378535E-03
4,56937077E-03
4,85495664E-03
5,14054252E-03
5,42612839E-03
5,71171381E-03
5,99729968E-03
6,28288509E-03
6,56847097E-03
6,85405685E-03
7,13964319E-03
7,42522813E-03
7,71081261E-03
7,99639896E-03
8,28198437E-03
8,56757071E-03
8,85315519E-03
9,13874153E-03
9,42432787E-03
9,70991328E-03
9,99549497E-03
1,02810794E-02
1,05666602E-02
1,08522391E-02
1,11378180E-02
1,14233987E-02
1,17089786E-02
1,19945556E-02
1,22801382E-02
1,25657162E-02
1,28512969E-02
1,31368777E-02
1,34224547E-02
1,37080355E-02
1,39936162E-02
1,42791970E-02
1,45647740E-02
1,48503566E-02
1,51262376E-02
1,51251769E-02
1,51241254E-02
1,51230739E-02
1,51220299E-02
1,51209859E-02
1,51199466E-02
1,51189119E-02
1,51178800E-02
1,51168536E-02
1,51158301E-02
1,51148075E-02
1,51137924E-02
1,51127810E-02
1,51117714E-02
1,51107684E-02
1,51097672E-02
1,51087707E-02
1,51077751E-02
1,51067860E-02
1,51057988E-02
1,51048163E-02
1,51038365E-02
1,51028642E-02
1,51018910E-02
1,51009224E-02
1,50999594E-02
1,50989993E-02
1,50980437E-02
1,50970919E-02
1,50961438E-02
1,50951957E-02
1,50942570E-02
1,50933200E-02
1,50923859E-02
1,50914555E-02
1,50905289E-02
1,50896069E-02
1,50886895E-02
1,50877722E-02
1,50868623E-02
1,50859561E-02
1,50850527E-02
1,50841512E-02
1,50832552E-02
1,50826750E-02
1,50826992E-02
1,50827263E-02
1,50827579E-02
1,50827942E-02
1,50828362E-02
1,50828818E-02
1,50829302E-02
1,50830979E-02
1,50848040E-02
1,50865167E-02
1,50882341E-02
1,50899608E-02
1,50916874E-02
1,50934216E-02
1,50951603E-02
1,50969047E-02
1,50986556E-02
1,51004083E-02
1,51021695E-02
1,51039362E-02
1,51057085E-02
1,51074827E-02
1,51092643E-02
1,51110496E-02
1,51128424E-02
1,51146390E-02
1,51164392E-02
1,51182469E-02
1,51200593E-02
1,51218772E-02
1,51237007E-02
1,51255298E-02
1,51273645E-02
1,51292011E-02
1,51310451E-02
1,51328929E-02
1,51347481E-02
1,51366061E-02
1,51384715E-02
1,51403397E-02
1,51422154E-02
1,51440967E-02
1,51459789E-02
1,51478713E-02
1,51497656E-02
1,51516683E-02
1,51535729E-02
1,51554840E-02
1,51574006E-02
1,51593219E-02
1,51612498E-02
1,51632661E-02
1,51654379E-02
1,51676144E-02
1,51697947E-02
1,51719805E-02
1,51741700E-02
1,51763661E-02
1,51785677E-02
1,51807722E-02
1,51829841E-02
1,51852015E-02
1,51874237E-02
1,51896477E-02
1,51918801E-02
1,51941152E-02
1,51963588E-02
1,51982578E-02
1,51988491E-02
1,51994461E-02
1,52000487E-02
1,52006503E-02
1,52012622E-02
1,52018769E-02
1,52024990E-02
1,52031220E-02
1,52037535E-02
1,52043877E-02
1,52050257E-02
1,52056711E-02
1,52063221E-02
1,52069721E-02
1,52076334E-02
1,52083505E-02
1,52089633E-02
1,52096385E-02
1,52103156E-02
1,52110001E-02
1,52116865E-02
1,52122369E-02
1,52130807E-02
1,52137820E-02
1,52144888E-02
1,52152013E-02
1,52159184E-02
1,52166402E-02
1,52173666E-02
1,52180986E-02
1,52188344E-02
1,52195748E-02
1,52203208E-02
1,52219655E-02
1,52247623E-02
1,52275618E-02
1,52303642E-02
1,52331721E-02
1,52359838E-02
1,52388001E-02
1,52416173E-02
1,52444420E-02
1,52472686E-02
1,52500980E-02
1,52529338E-02
1,52557734E-02
1,52586177E-02
1,52614648E-02
1,52643155E-02
1,52671700E-02
1,52700311E-02
1,52728930E-02
1,52757578E-02
1,52786290E-02
1,52815040E-02
1,52843827E-02
1,52872633E-02
1,52901504E-02
1,52930412E-02
1,52959349E-02
1,52988322E-02
1,53017342E-02
1,53046399E-02
1,53075494E-02
1,53104626E-02
1,53133813E-02
1,53163029E-02
1,53192263E-02
1,53221563E-02
1,53250890E-02
1,53287640E-02
1,53325358E-02
1,53363096E-02
1,53400879E-02
1,53438710E-02
1,53476568E-02
1,53514454E-02
1,53552406E-02
1,53590403E-02
1,53628420E-02
1,53666483E-02
1,53704584E-02
1,53742721E-02
1,53780896E-02
1,53809851E-02
1,53838834E-02
1,53867882E-02
1,53896958E-02
1,53926061E-02
1,53955240E-02
1,53984446E-02
1,54013690E-02
1,54042998E-02
1,54072344E-02
1,54101746E-02
1,54131185E-02
1,54160652E-02
1,54192140E-02
1,54238977E-02
1,54285859E-02
1,54332807E-02
1,54379802E-02
1,54426843E-02
1,54473949E-02
1,54521102E-02
1,54568302E-02
1,54615566E-02
1,54662868E-02
1,54710226E-02
1,54757630E-02
1,54805100E-02
1,54852606E-02
1,54900197E-02
1,54947825E-02
1,54995490E-02
1,55043220E-02
1,55090978E-02
1,55138830E-02
1,55186700E-02
1,55234626E-02
