X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
-9.79999974e-02, 1.38999997e-02, 0.00000000e+00, 1.50201600e-02
-9.79999974e-02, 1.39199998e-02, 0.00000000e+00, 1.50116477e-02
-9.79999974e-02, 1.39400000e-02, 0.00000000e+00, 1.50031373e-02
-9.79999974e-02, 1.39600001e-02, 0.00000000e+00, 1.49946278e-02
-9.79999974e-02, 1.39800003e-02, 0.00000000e+00, 1.49861192e-02
-9.79999974e-02, 1.40000004e-02, 0.00000000e+00, 1.49776116e-02
-9.79999974e-02, 1.40199997e-02, 0.00000000e+00, 1.49691040e-02
-9.79999974e-02, 1.40399998e-02, 0.00000000e+00, 1.49606001e-02
-9.79999974e-02, 1.40600000e-02, 0.00000000e+00, 1.49520915e-02
-9.79999974e-02, 1.40800001e-02, 0.00000000e+00, 1.49435895e-02
-9.79999974e-02, 1.41000003e-02, 0.00000000e+00, 1.49349747e-02
-9.79999974e-02, 1.41200004e-02, 0.00000000e+00, 1.49262296e-02
-9.79999974e-02, 1.41399996e-02, 0.00000000e+00, 1.49174863e-02
-9.79999974e-02, 1.41599998e-02, 0.00000000e+00, 1.49087412e-02
-9.79999974e-02, 1.41799999e-02, 0.00000000e+00, 1.48999989e-02
-9.79999974e-02, 1.42000001e-02, 0.00000000e+00, 1.48912612e-02
-9.79999974e-02, 1.42200002e-02, 0.00000000e+00, 1.48825208e-02
-9.79999974e-02, 1.42400004e-02, 0.00000000e+00, 1.48737803e-02
-9.79999974e-02, 1.42599996e-02, 0.00000000e+00, 1.48650436e-02
-9.79999974e-02, 1.42799998e-02, 0.00000000e+00, 1.48563040e-02
-9.79999974e-02, 1.42999999e-02, 0.00000000e+00, 1.48475673e-02
-9.79999974e-02, 1.43200001e-02, 0.00000000e+00, 1.48388278e-02
-9.79999974e-02, 1.43400002e-02, 0.00000000e+00, 1.48301199e-02
-9.79999974e-02, 1.43600004e-02, 0.00000000e+00, 1.48216709e-02
-9.79999974e-02, 1.43799996e-02, 0.00000000e+00, 1.48132266e-02
-9.79999974e-02, 1.43999998e-02, 0.00000000e+00, 1.48047907e-02
-9.79999974e-02, 1.44199999e-02, 0.00000000e+00, 1.47963595e-02
-9.79999974e-02, 1.44400001e-02, 0.00000000e+00, 1.47879347e-02
-9.79999974e-02, 1.44600002e-02, 0.00000000e+00, 1.47795184e-02
-9.79999974e-02, 1.44800004e-02, 0.00000000e+00, 1.47711076e-02
-9.79999974e-02, 1.44999996e-02, 0.00000000e+00, 1.47627061e-02
-9.79999974e-02, 1.45199997e-02, 0.00000000e+00, 1.47543103e-02
-9.79999974e-02, 1.45399999e-02, 0.00000000e+00, 1.47459228e-02
-9.79999974e-02, 1.45600000e-02, 0.00000000e+00, 1.47375399e-02
-9.79999974e-02, 1.45800002e-02, 0.00000000e+00, 1.47291655e-02
-9.79999974e-02, 1.46000003e-02, 0.00000000e+00, 1.47207966e-02
-9.79999974e-02, 1.46199996e-02, 0.00000000e+00, 1.47124361e-02
-9.79999974e-02, 1.46399997e-02, 0.00000000e+00, 1.47040794e-02
-9.79999974e-02, 1.46599999e-02, 0.00000000e+00, 1.46957319e-02
-9.79999974e-02, 1.46800000e-02, 0.00000000e+00, 1.46873929e-02
-9.79999974e-02, 1.47000002e-02, 0.00000000e+00, 1.46790575e-02
-9.79999974e-02, 1.47200003e-02, 0.00000000e+00, 1.46707315e-02
-9.79999974e-02, 1.47399995e-02, 0.00000000e+00, 1.46624120e-02
-9.79999974e-02, 1.47599997e-02, 0.00000000e+00, 1.46540981e-02
-9.79999974e-02, 1.47799999e-02, 0.00000000e+00, 1.46457935e-02
-9.79999974e-02, 1.48000000e-02, 0.00000000e+00, 1.46374926e-02
-9.79999974e-02, 1.48200002e-02, 0.00000000e+00, 1.46292020e-02
-9.79999974e-02, 1.48400003e-02, 0.00000000e+00, 1.46209178e-02
-9.79999974e-02, 1.48600005e-02, 0.00000000e+00, 1.46126412e-02
-9.79999974e-02, 1.48799997e-02, 0.00000000e+00, 1.46043701e-02
-9.79999974e-02, 1.48999998e-02, 0.00000000e+00, 1.45961065e-02
-9.79999974e-02, 1.49200000e-02, 0.00000000e+00, 1.45878503e-02
-9.79999974e-02, 1.49400001e-02, 0.00000000e+00, 1.45796007e-02
-9.79999974e-02, 1.49600003e-02, 0.00000000e+00, 1.45713594e-02
-9.79999974e-02, 1.49800004e-02, 0.00000000e+00, 1.45631228e-02
-9.79999974e-02, 1.49999997e-02, 0.00000000e+00, 1.45548945e-02
-9.79999974e-02, 1.50199998e-02, 0.00000000e+00, 1.45466737e-02
-9.79999974e-02, 1.50400000e-02, 0.00000000e+00, 1.45384613e-02
-9.79999974e-02, 1.50600001e-02, 0.00000000e+00, 1.45302545e-02
-9.79999974e-02, 1.50800003e-02, 0.00000000e+00, 1.45220542e-02
-9.79999974e-02, 1.51000004e-02, 0.00000000e+00, 1.45138633e-02
-9.79999974e-02, 1.51199996e-02, 0.00000000e+00, 1.45056779e-02
-9.79999974e-02, 1.51399998e-02, 0.00000000e+00, 1.44975018e-02
-9.79999974e-02, 1.51600000e-02, 0.00000000e+00, 1.44888423e-02
-9.79999974e-02, 1.51800001e-02, 0.00000000e+00, 1.44793978e-02
-9.79999974e-02, 1.52000003e-02, 0.00000000e+00, 1.44699533e-02
-9.79999974e-02, 1.52200004e-02, 0.00000000e+00, 1.44605068e-02
-9.79999974e-02, 1.52399996e-02, 0.00000000e+00, 1.44510614e-02
-9.79999974e-02, 1.52599998e-02, 0.00000000e+00, 1.44416159e-02
-9.79999974e-02, 1.52799999e-02, 0.00000000e+00, 1.44321723e-02
-9.79999974e-02, 1.53000001e-02, 0.00000000e+00, 1.44227277e-02
-9.79999974e-02, 1.53200002e-02, 0.00000000e+00, 1.44132832e-02
-9.79999974e-02, 1.53400004e-02, 0.00000000e+00, 1.44038359e-02
-9.79999974e-02, 1.53599996e-02, 0.00000000e+00, 1.43943941e-02
-9.79999974e-02, 1.53799998e-02, 0.00000000e+00, 1.43849486e-02
-9.79999974e-02, 1.53999999e-02, 0.00000000e+00, 1.43755032e-02
-9.79999974e-02, 1.54200001e-02, 0.00000000e+00, 1.43660596e-02
-9.79999974e-02, 1.54400002e-02, 0.00000000e+00, 1.43566141e-02
-9.79999974e-02, 1.54600004e-02, 0.00000000e+00, 1.43471686e-02
-9.79999974e-02, 1.54799996e-02, 0.00000000e+00, 1.43377241e-02
-9.79999974e-02, 1.54999997e-02, 0.00000000e+00, 1.43282767e-02
-9.79999974e-02, 1.55199999e-02, 0.00000000e+00, 1.43188341e-02
-9.79999974e-02, 1.55400001e-02, 0.00000000e+00, 1.43093886e-02
-9.79999974e-02, 1.55600002e-02, 0.00000000e+00, 1.42999450e-02
-9.79999974e-02, 1.55800004e-02, 0.00000000e+00, 1.42904995e-02
-9.79999974e-02, 1.55999996e-02, 0.00000000e+00, 1.42810550e-02
-9.79999974e-02, 1.56199997e-02, 0.00000000e+00, 1.42714558e-02
-9.79999974e-02, 1.56399999e-02, 0.00000000e+00, 1.42610595e-02
-9.79999974e-02, 1.56599991e-02, 0.00000000e+00, 1.42506631e-02
-9.79999974e-02, 1.56800002e-02, 0.00000000e+00, 1.42402668e-02
-9.79999974e-02, 1.56999994e-02, 0.00000000e+00, 1.42298695e-02
-9.79999974e-02, 1.57200005e-02, 0.00000000e+00, 1.42194722e-02
-9.79999974e-02, 1.57399997e-02, 0.00000000e+00, 1.42090768e-02
-9.79999974e-02, 1.57600008e-02, 0.00000000e+00, 1.41986813e-02
-9.79999974e-02, 1.57800000e-02, 0.00000000e+00, 1.41882831e-02
-9.79999974e-02, 1.57999992e-02, 0.00000000e+00, 1.41778877e-02
-9.79999974e-02, 1.58200003e-02, 0.00000000e+00, 1.41674913e-02
-9.79999974e-02, 1.58399995e-02, 0.00000000e+00, 1.41570969e-02
-9.79999974e-02, 1.58600006e-02, 0.00000000e+00, 1.41466986e-02
-9.79999974e-02, 1.58799998e-02, 0.00000000e+00, 1.41363023e-02
-9.79999974e-02, 1.59000009e-02, 0.00000000e+00, 1.41251786e-02
-9.79999974e-02, 1.59200002e-02, 0.00000000e+00, 1.41127389e-02
-9.79999974e-02, 1.59399994e-02, 0.00000000e+00, 1.41003113e-02
-9.79999974e-02, 1.59600005e-02, 0.00000000e+00, 1.40878875e-02
-9.79999974e-02, 1.59799997e-02, 0.00000000e+00, 1.40754823e-02
-9.79999974e-02, 1.60000008e-02, 0.00000000e+00, 1.40630798e-02
-9.79999974e-02, 1.60200000e-02, 0.00000000e+00, 1.40506914e-02
-9.79999974e-02, 1.60399992e-02, 0.00000000e+00, 1.40383122e-02
-9.79999974e-02, 1.60600003e-02, 0.00000000e+00, 1.40259434e-02
-9.79999974e-02, 1.60799995e-02, 0.00000000e+00, 1.40134199e-02
-9.79999974e-02, 1.61000006e-02, 0.00000000e+00, 1.40008805e-02
-9.79999974e-02, 1.61199998e-02, 0.00000000e+00, 1.39883459e-02
-9.79999974e-02, 1.61400009e-02, 0.00000000e+00, 1.39758131e-02
-9.79999974e-02, 1.61600001e-02, 0.00000000e+00, 1.39632849e-02
-9.79999974e-02, 1.61799993e-02, 0.00000000e+00, 1.39507577e-02
-9.79999974e-02, 1.62000004e-02, 0.00000000e+00, 1.39382342e-02
-9.79999974e-02, 1.62199996e-02, 0.00000000e+00, 1.39257144e-02
-9.79999974e-02, 1.62400007e-02, 0.00000000e+00, 1.39131984e-02
-9.79999974e-02, 1.62599999e-02, 0.00000000e+00, 1.39006833e-02
-9.79999974e-02, 1.62799992e-02, 0.00000000e+00, 1.38881709e-02
-9.79999974e-02, 1.63000003e-02, 0.00000000e+00, 1.38756633e-02
-9.79999974e-02, 1.63199995e-02, 0.00000000e+00, 1.38631565e-02
-9.79999974e-02, 1.63400006e-02, 0.00000000e+00, 1.38506545e-02
-9.79999974e-02, 1.63599998e-02, 0.00000000e+00, 1.38381552e-02
-9.79999974e-02, 1.63800009e-02, 0.00000000e+00, 1.38256587e-02
-9.79999974e-02, 1.64000001e-02, 0.00000000e+00, 1.38131669e-02
-9.79999974e-02, 1.64199993e-02, 0.00000000e+00, 1.38006750e-02
-9.79999974e-02, 1.64400004e-02, 0.00000000e+00, 1.37881869e-02
-9.79999974e-02, 1.64599996e-02, 0.00000000e+00, 1.37757026e-02
-9.79999974e-02, 1.64800007e-02, 0.00000000e+00, 1.37632210e-02
-9.79999974e-02, 1.64999999e-02, 0.00000000e+00, 1.37507422e-02
-9.79999974e-02, 1.65199991e-02, 0.00000000e+00, 1.37382699e-02
-9.79999974e-02, 1.65400002e-02, 0.00000000e+00, 1.37257967e-02
-9.79999974e-02, 1.65599994e-02, 0.00000000e+00, 1.37133272e-02
-9.79999974e-02, 1.65800005e-02, 0.00000000e+00, 1.37008596e-02
-9.79999974e-02, 1.65999997e-02, 0.00000000e+00, 1.36883995e-02
-9.79999974e-02, 1.66200008e-02, 0.00000000e+00, 1.36759374e-02
-9.79999974e-02, 1.66400000e-02, 0.00000000e+00, 1.36634801e-02
-9.79999974e-02, 1.66599993e-02, 0.00000000e+00, 1.36510283e-02
-9.79999974e-02, 1.66800003e-02, 0.00000000e+00, 1.36385746e-02
-9.79999974e-02, 1.66999996e-02, 0.00000000e+00, 1.36261294e-02
-9.79999974e-02, 1.67200007e-02, 0.00000000e+00, 1.36136841e-02
-9.79999974e-02, 1.67399999e-02, 0.00000000e+00, 1.36012435e-02
-9.79999974e-02, 1.67599991e-02, 0.00000000e+00, 1.35888048e-02
-9.79999974e-02, 1.67800002e-02, 0.00000000e+00, 1.35763707e-02
-9.79999974e-02, 1.67999994e-02, 0.00000000e+00, 1.35639394e-02
-9.79999974e-02, 1.68200005e-02, 0.00000000e+00, 1.35518117e-02
-9.79999974e-02, 1.68399997e-02, 0.00000000e+00, 1.35397259e-02
-9.79999974e-02, 1.68600008e-02, 0.00000000e+00, 1.35276448e-02
-9.79999974e-02, 1.68800000e-02, 0.00000000e+00, 1.35155693e-02
-9.79999974e-02, 1.68999992e-02, 0.00000000e+00, 1.35035003e-02
-9.79999974e-02, 1.69200003e-02, 0.00000000e+00, 1.34914368e-02
-9.79999974e-02, 1.69399995e-02, 0.00000000e+00, 1.34793781e-02
-9.79999974e-02, 1.69600006e-02, 0.00000000e+00, 1.34673249e-02
-9.79999974e-02, 1.69799998e-02, 0.00000000e+00, 1.34552773e-02
-9.79999974e-02, 1.70000009e-02, 0.00000000e+00, 1.34432344e-02
-9.79999974e-02, 1.70200001e-02, 0.00000000e+00, 1.34312017e-02
-9.79999974e-02, 1.70399994e-02, 0.00000000e+00, 1.34191699e-02
-9.79999974e-02, 1.70600004e-02, 0.00000000e+00, 1.34071456e-02
-9.79999974e-02, 1.70799997e-02, 0.00000000e+00, 1.33951278e-02
-9.79999974e-02, 1.71000008e-02, 0.00000000e+00, 1.33831138e-02
-9.79999974e-02, 1.71200000e-02, 0.00000000e+00, 1.33711072e-02
-9.79999974e-02, 1.71399992e-02, 0.00000000e+00, 1.33591052e-02
-9.79999974e-02, 1.71600003e-02, 0.00000000e+00, 1.33471098e-02
-9.79999974e-02, 1.71799995e-02, 0.00000000e+00, 1.33351209e-02
-9.79999974e-02, 1.72000006e-02, 0.00000000e+00, 1.33231357e-02
-9.79999974e-02, 1.72199998e-02, 0.00000000e+00, 1.33111579e-02
-9.79999974e-02, 1.72400009e-02, 0.00000000e+00, 1.32991830e-02
-9.79999974e-02, 1.72600001e-02, 0.00000000e+00, 1.32872164e-02
-9.79999974e-02, 1.72799993e-02, 0.00000000e+00, 1.32752582e-02
-9.79999974e-02, 1.73000004e-02, 0.00000000e+00, 1.32633019e-02
-9.79999974e-02, 1.73199996e-02, 0.00000000e+00, 1.32513531e-02
-9.79999974e-02, 1.73400007e-02, 0.00000000e+00, 1.32394107e-02
-9.79999974e-02, 1.73599999e-02, 0.00000000e+00, 1.32274739e-02
-9.79999974e-02, 1.73799992e-02, 0.00000000e+00, 1.32155428e-02
-9.79999974e-02, 1.74000002e-02, 0.00000000e+00, 1.32036181e-02
-9.79999974e-02, 1.74199995e-02, 0.00000000e+00, 1.31916991e-02
-9.79999974e-02, 1.74400005e-02, 0.00000000e+00, 1.31797846e-02
-9.79999974e-02, 1.74599998e-02, 0.00000000e+00, 1.31678795e-02
-9.79999974e-02, 1.74800009e-02, 0.00000000e+00, 1.31559782e-02
-9.79999974e-02, 1.75000001e-02, 0.00000000e+00, 1.31440824e-02
-9.79999974e-02, 1.75199993e-02, 0.00000000e+00, 1.31321950e-02
-9.79999974e-02, 1.75400004e-02, 0.00000000e+00, 1.31203122e-02
-9.79999974e-02, 1.75599996e-02, 0.00000000e+00, 1.31084369e-02
-9.79999974e-02, 1.75800007e-02, 0.00000000e+00, 1.30965654e-02
-9.79999974e-02, 1.75999999e-02, 0.00000000e+00, 1.30847022e-02
-9.79999974e-02, 1.76199991e-02, 0.00000000e+00, 1.30728418e-02
-9.79999974e-02, 1.76400002e-02, 0.00000000e+00, 1.30609889e-02
-9.79999974e-02, 1.76599994e-02, 0.00000000e+00, 1.30491434e-02
-9.79999974e-02, 1.76800005e-02, 0.00000000e+00, 1.30373035e-02
-9.79999974e-02, 1.76999997e-02, 0.00000000e+00, 1.30254710e-02
-9.79999974e-02, 1.77200008e-02, 0.00000000e+00, 1.30136432e-02
-9.79999974e-02, 1.77400000e-02, 0.00000000e+00, 1.30018238e-02
-9.79999974e-02, 1.77599993e-02, 0.00000000e+00, 1.29900100e-02
-9.79999974e-02, 1.77800003e-02, 0.00000000e+00, 1.29782017e-02
-9.79999974e-02, 1.77999996e-02, 0.00000000e+00, 1.29663981e-02
-9.79999974e-02, 1.78200006e-02, 0.00000000e+00, 1.29546011e-02
-9.79999974e-02, 1.78399999e-02, 0.00000000e+00, 1.29428124e-02
-9.79999974e-02, 1.78599991e-02, 0.00000000e+00, 1.29310302e-02
-9.79999974e-02, 1.78800002e-02, 0.00000000e+00, 1.29192537e-02
-9.79999974e-02, 1.78999994e-02, 0.00000000e+00, 1.29074827e-02
-9.79999974e-02, 1.79200005e-02, 0.00000000e+00, 1.28957191e-02
-9.79999974e-02, 1.79399997e-02, 0.00000000e+00, 1.28820166e-02
-9.79999974e-02, 1.79600008e-02, 0.00000000e+00, 1.28650209e-02
-9.79999974e-02, 1.79800000e-02, 0.00000000e+00, 1.28464140e-02
-9.79999974e-02, 1.79999992e-02, 0.00000000e+00, 1.28235063e-02
-9.79999974e-02, 1.80200003e-02, 0.00000000e+00, 1.28014190e-02
-9.79999974e-02, 1.80399995e-02, 0.00000000e+00, 1.27793448e-02
-9.79999974e-02, 1.80600006e-02, 0.00000000e+00, 1.27572762e-02
-9.79999974e-02, 1.80799998e-02, 0.00000000e+00, 1.27352197e-02
-9.79999974e-02, 1.81000009e-02, 0.00000000e+00, 1.27131706e-02
-9.79999974e-02, 1.81200001e-02, 0.00000000e+00, 1.26911318e-02
-9.79999974e-02, 1.81399994e-02, 0.00000000e+00, 1.26691042e-02
-9.79999974e-02, 1.81600004e-02, 0.00000000e+00, 1.26470830e-02
-9.79999974e-02, 1.81799997e-02, 0.00000000e+00, 1.26250749e-02
-9.79999974e-02, 1.82000007e-02, 0.00000000e+00, 1.26030743e-02
-9.79999974e-02, 1.82200000e-02, 0.00000000e+00, 1.25810849e-02
-9.79999974e-02, 1.82399992e-02, 0.00000000e+00, 1.25590069e-02
-9.79999974e-02, 1.82600003e-02, 0.00000000e+00, 1.25368200e-02
-9.79999974e-02, 1.82799995e-02, 0.00000000e+00, 1.25145651e-02
-9.79999974e-02, 1.83000006e-02, 0.00000000e+00, 1.24923224e-02
-9.79999974e-02, 1.83199998e-02, 0.00000000e+00, 1.24701038e-02
-9.79999974e-02, 1.83400009e-02, 0.00000000e+00, 1.24478983e-02
-9.79999974e-02, 1.83600001e-02, 0.00000000e+00, 1.24257132e-02
-9.79999974e-02, 1.83799993e-02, 0.00000000e+00, 1.24035468e-02
-9.79999974e-02, 1.84000004e-02, 0.00000000e+00, 1.23813963e-02
-9.79999974e-02, 1.84199996e-02, 0.00000000e+00, 1.23592652e-02
-9.79999974e-02, 1.84400007e-02, 0.00000000e+00, 1.23371501e-02
-9.79999974e-02, 1.84599999e-02, 0.00000000e+00, 1.23150572e-02
-9.79999974e-02, 1.84799992e-02, 0.00000000e+00, 1.22929793e-02
-9.79999974e-02, 1.85000002e-02, 0.00000000e+00, 1.22709200e-02
-9.79999974e-02, 1.85199995e-02, 0.00000000e+00, 1.22488821e-02
-9.79999974e-02, 1.85400005e-02, 0.00000000e+00, 1.22268591e-02
-9.79999974e-02, 1.85599998e-02, 0.00000000e+00, 1.22048575e-02
-9.79999974e-02, 1.85800008e-02, 0.00000000e+00, 1.21828737e-02
-9.79999974e-02, 1.86000001e-02, 0.00000000e+00, 1.21609112e-02
-9.79999974e-02, 1.86199993e-02, 0.00000000e+00, 1.21389646e-02
-9.79999974e-02, 1.86400004e-02, 0.00000000e+00, 1.21170394e-02
-9.79999974e-02, 1.86599996e-02, 0.00000000e+00, 1.20951319e-02
-9.79999974e-02, 1.86800007e-02, 0.00000000e+00, 1.20732430e-02
-9.79999974e-02, 1.86999999e-02, 0.00000000e+00, 1.20513765e-02
-9.79999974e-02, 1.87199991e-02, 0.00000000e+00, 1.20295305e-02
-9.79999974e-02, 1.87400002e-02, 0.00000000e+00, 1.20076984e-02
-9.79999974e-02, 1.87599994e-02, 0.00000000e+00, 1.19858915e-02
-9.79999974e-02, 1.87800005e-02, 0.00000000e+00, 1.19641004e-02
-9.79999974e-02, 1.87999997e-02, 0.00000000e+00, 1.19423345e-02
-9.79999974e-02, 1.88200008e-02, 0.00000000e+00, 1.19205825e-02
-9.79999974e-02, 1.88400000e-02, 0.00000000e+00, 1.18988566e-02
-9.79999974e-02, 1.88599993e-02, 0.00000000e+00, 1.18771493e-02
-9.79999974e-02, 1.88800003e-02, 0.00000000e+00, 1.18554598e-02
-9.79999974e-02, 1.88999996e-02, 0.00000000e+00, 1.18337953e-02
-9.79999974e-02, 1.89200006e-02, 0.00000000e+00, 1.18121486e-02
-9.79999974e-02, 1.89399999e-02, 0.00000000e+00, 1.17905224e-02
-9.79999974e-02, 1.89599991e-02, 0.00000000e+00, 1.17689203e-02
-9.79999974e-02, 1.89800002e-02, 0.00000000e+00, 1.17473369e-02
-9.79999974e-02, 1.89999994e-02, 0.00000000e+00, 1.17257740e-02
-9.79999974e-02, 1.90200005e-02, 0.00000000e+00, 1.17042344e-02
-9.79999974e-02, 1.90399997e-02, 0.00000000e+00, 1.16827162e-02
-9.79999974e-02, 1.90600008e-02, 0.00000000e+00, 1.16612175e-02
-9.79999974e-02, 1.90800000e-02, 0.00000000e+00, 1.16397431e-02
-9.79999974e-02, 1.90999992e-02, 0.00000000e+00, 1.16182901e-02
-9.79999974e-02, 1.91200003e-02, 0.00000000e+00, 1.15968557e-02
-9.79999974e-02, 1.91399995e-02, 0.00000000e+00, 1.15754465e-02
-9.79999974e-02, 1.91600006e-02, 0.00000000e+00, 1.15540586e-02
-9.79999974e-02, 1.91799998e-02, 0.00000000e+00, 1.15326932e-02
-9.79999974e-02, 1.92000009e-02, 0.00000000e+00, 1.15113491e-02
-9.79999974e-02, 1.92200001e-02, 0.00000000e+00, 1.14542088e-02
-9.79999974e-02, 1.92399994e-02, 0.00000000e+00, 1.13946293e-02
-9.79999974e-02, 1.92600004e-02, 0.00000000e+00, 1.13349808e-02
-9.79999974e-02, 1.92799997e-02, 0.00000000e+00, 1.12754712e-02
-9.79999974e-02, 1.93000007e-02, 0.00000000e+00, 1.10160429e-02
-9.79999974e-02, 1.93200000e-02, 0.00000000e+00, 1.07013127e-02
-9.79999974e-02, 1.93399992e-02, 0.00000000e+00, 1.03865825e-02
-9.79999974e-02, 1.93600003e-02, 0.00000000e+00, 1.00718196e-02
-9.79999974e-02, 1.93799995e-02, 0.00000000e+00, 9.75708850e-03
-9.79999974e-02, 1.94000006e-02, 0.00000000e+00, 9.44232568e-03
-9.79999974e-02, 1.94199998e-02, 0.00000000e+00, 9.12759453e-03
-9.79999974e-02, 1.94400009e-02, 0.00000000e+00, 8.81283171e-03
-9.79999974e-02, 1.94600001e-02, 0.00000000e+00, 8.49809963e-03
-9.79999974e-02, 1.94799993e-02, 0.00000000e+00, 8.18336662e-03
-9.79999974e-02, 1.95000004e-02, 0.00000000e+00, 7.86860473e-03
-9.79999974e-02, 1.95199996e-02, 0.00000000e+00, 7.55387219e-03
-9.79999974e-02, 1.95400007e-02, 0.00000000e+00, 7.23911077e-03
-9.79999974e-02, 1.95599999e-02, 0.00000000e+00, 6.92437822e-03
-9.79999974e-02, 1.95799991e-02, 0.00000000e+00, 6.60964614e-03
-9.79999974e-02, 1.96000002e-02, 0.00000000e+00, 6.29488379e-03
-9.79999974e-02, 1.96199995e-02, 0.00000000e+00, 5.98015124e-03
-9.79999974e-02, 1.96400005e-02, 0.00000000e+00, 5.66538982e-03
-9.79999974e-02, 1.96599998e-02, 0.00000000e+00, 5.35065681e-03
-9.79999974e-02, 1.96800008e-02, 0.00000000e+00, 5.03589585e-03
-9.79999974e-02, 1.97000001e-02, 0.00000000e+00, 4.72116284e-03
-9.79999974e-02, 1.97199993e-02, 0.00000000e+00, 4.40643029e-03
-9.79999974e-02, 1.97400004e-02, 0.00000000e+00, 4.09166887e-03
-9.79999974e-02, 1.97599996e-02, 0.00000000e+00, 3.77693633e-03
-9.79999974e-02, 1.97800007e-02, 0.00000000e+00, 3.46217444e-03
-9.79999974e-02, 1.97999999e-02, 0.00000000e+00, 3.14744189e-03
-9.79999974e-02, 1.98199991e-02, 0.00000000e+00, 2.83270958e-03
-9.79999974e-02, 1.98400002e-02, 0.00000000e+00, 2.51794793e-03
-9.79999974e-02, 1.98599994e-02, 0.00000000e+00, 2.20321515e-03
-9.79999974e-02, 1.98800005e-02, 0.00000000e+00, 1.88845361e-03
-9.79999974e-02, 1.98999997e-02, 0.00000000e+00, 1.57372095e-03
-9.79999974e-02, 1.99200008e-02, 0.00000000e+00, 1.25895941e-03
-9.79999974e-02, 1.99400000e-02, 0.00000000e+00, 9.44226806e-04
-9.79999974e-02, 1.99599992e-02, 0.00000000e+00, 6.29494200e-04
-9.79999974e-02, 1.99800003e-02, 0.00000000e+00, 3.14732431e-04
-9.79999974e-02, 1.99999996e-02, 0.00000000e+00, 0.00000000e+00
