X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
-9.79999974e-02, 6.92000007e-03, 0.00000000e+00, 1.71163343e-02
-9.79999974e-02, 6.94000022e-03, 0.00000000e+00, 1.71123594e-02
-9.79999974e-02, 6.95999991e-03, 0.00000000e+00, 1.71083845e-02
-9.79999974e-02, 6.98000006e-03, 0.00000000e+00, 1.71044096e-02
-9.79999974e-02, 7.00000022e-03, 0.00000000e+00, 1.71004348e-02
-9.79999974e-02, 7.01999990e-03, 0.00000000e+00, 1.70964636e-02
-9.79999974e-02, 7.04000005e-03, 0.00000000e+00, 1.70924850e-02
-9.79999974e-02, 7.06000021e-03, 0.00000000e+00, 1.70885157e-02
-9.79999974e-02, 7.07999989e-03, 0.00000000e+00, 1.70845427e-02
-9.79999974e-02, 7.10000005e-03, 0.00000000e+00, 1.70805715e-02
-9.79999974e-02, 7.12000020e-03, 0.00000000e+00, 1.70766041e-02
-9.79999974e-02, 7.13999989e-03, 0.00000000e+00, 1.70726310e-02
-9.79999974e-02, 7.16000004e-03, 0.00000000e+00, 1.70686617e-02
-9.79999974e-02, 7.18000019e-03, 0.00000000e+00, 1.70646962e-02
-9.79999974e-02, 7.19999988e-03, 0.00000000e+00, 1.70607250e-02
-9.79999974e-02, 7.22000003e-03, 0.00000000e+00, 1.70567613e-02
-9.79999974e-02, 7.24000018e-03, 0.00000000e+00, 1.70520898e-02
-9.79999974e-02, 7.25999987e-03, 0.00000000e+00, 1.70471370e-02
-9.79999974e-02, 7.28000002e-03, 0.00000000e+00, 1.70421842e-02
-9.79999974e-02, 7.30000017e-03, 0.00000000e+00, 1.70372929e-02
-9.79999974e-02, 7.31999986e-03, 0.00000000e+00, 1.70334671e-02
-9.79999974e-02, 7.34000001e-03, 0.00000000e+00, 1.70296412e-02
-9.79999974e-02, 7.36000016e-03, 0.00000000e+00, 1.70258153e-02
-9.79999974e-02, 7.37999985e-03, 0.00000000e+00, 1.70219894e-02
-9.79999974e-02, 7.40000000e-03, 0.00000000e+00, 1.70180928e-02
-9.79999974e-02, 7.42000015e-03, 0.00000000e+00, 1.70139689e-02
-9.79999974e-02, 7.43999984e-03, 0.00000000e+00, 1.70098450e-02
-9.79999974e-02, 7.45999999e-03, 0.00000000e+00, 1.70057230e-02
-9.79999974e-02, 7.48000015e-03, 0.00000000e+00, 1.70015991e-02
-9.79999974e-02, 7.49999983e-03, 0.00000000e+00, 1.69974770e-02
-9.79999974e-02, 7.51999998e-03, 0.00000000e+00, 1.69933550e-02
-9.79999974e-02, 7.54000014e-03, 0.00000000e+00, 1.69892330e-02
-9.79999974e-02, 7.55999982e-03, 0.00000000e+00, 1.69851109e-02
-9.79999974e-02, 7.57999998e-03, 0.00000000e+00, 1.69809908e-02
-9.79999974e-02, 7.60000013e-03, 0.00000000e+00, 1.69768650e-02
-9.79999974e-02, 7.61999981e-03, 0.00000000e+00, 1.69727486e-02
-9.79999974e-02, 7.63999997e-03, 0.00000000e+00, 1.69686284e-02
-9.79999974e-02, 7.66000012e-03, 0.00000000e+00, 1.69645064e-02
-9.79999974e-02, 7.67999981e-03, 0.00000000e+00, 1.69603825e-02
-9.79999974e-02, 7.69999996e-03, 0.00000000e+00, 1.69562623e-02
-9.79999974e-02, 7.72000011e-03, 0.00000000e+00, 1.69521421e-02
-9.79999974e-02, 7.73999980e-03, 0.00000000e+00, 1.69480201e-02
-9.79999974e-02, 7.75999995e-03, 0.00000000e+00, 1.69438981e-02
-9.79999974e-02, 7.78000010e-03, 0.00000000e+00, 1.69397797e-02
-9.79999974e-02, 7.79999979e-03, 0.00000000e+00, 1.69356596e-02
-9.79999974e-02, 7.81999994e-03, 0.00000000e+00, 1.69315413e-02
-9.79999974e-02, 7.84000009e-03, 0.00000000e+00, 1.69274192e-02
-9.79999974e-02, 7.86000025e-03, 0.00000000e+00, 1.69232991e-02
-9.79999974e-02, 7.88000040e-03, 0.00000000e+00, 1.69191826e-02
-9.79999974e-02, 7.89999962e-03, 0.00000000e+00, 1.69150643e-02
-9.79999974e-02, 7.91999977e-03, 0.00000000e+00, 1.69109441e-02
-9.79999974e-02, 7.93999992e-03, 0.00000000e+00, 1.69067420e-02
-9.79999974e-02, 7.96000008e-03, 0.00000000e+00, 1.69022586e-02
-9.79999974e-02, 7.98000023e-03, 0.00000000e+00, 1.68977752e-02
-9.79999974e-02, 8.00000038e-03, 0.00000000e+00, 1.68932937e-02
-9.79999974e-02, 8.01999960e-03, 0.00000000e+00, 1.68888103e-02
-9.79999974e-02, 8.03999975e-03, 0.00000000e+00, 1.68843288e-02
-9.79999974e-02, 8.05999991e-03, 0.00000000e+00, 1.68798491e-02
-9.79999974e-02, 8.08000006e-03, 0.00000000e+00, 1.68753676e-02
-9.79999974e-02, 8.10000021e-03, 0.00000000e+00, 1.68708861e-02
-9.79999974e-02, 8.12000036e-03, 0.00000000e+00, 1.68664083e-02
-9.79999974e-02, 8.13999958e-03, 0.00000000e+00, 1.68619268e-02
-9.79999974e-02, 8.15999974e-03, 0.00000000e+00, 1.68574490e-02
-9.79999974e-02, 8.17999989e-03, 0.00000000e+00, 1.68529712e-02
-9.79999974e-02, 8.20000004e-03, 0.00000000e+00, 1.68484934e-02
-9.79999974e-02, 8.22000019e-03, 0.00000000e+00, 1.68440174e-02
-9.79999974e-02, 8.24000034e-03, 0.00000000e+00, 1.68395378e-02
-9.79999974e-02, 8.25999957e-03, 0.00000000e+00, 1.68350600e-02
-9.79999974e-02, 8.27999972e-03, 0.00000000e+00, 1.68305859e-02
-9.79999974e-02, 8.29999987e-03, 0.00000000e+00, 1.68261100e-02
-9.79999974e-02, 8.32000002e-03, 0.00000000e+00, 1.68216322e-02
-9.79999974e-02, 8.34000017e-03, 0.00000000e+00, 1.68171581e-02
-9.79999974e-02, 8.36000033e-03, 0.00000000e+00, 1.68126822e-02
-9.79999974e-02, 8.37999955e-03, 0.00000000e+00, 1.68082099e-02
-9.79999974e-02, 8.39999970e-03, 0.00000000e+00, 1.68037359e-02
-9.79999974e-02, 8.41999985e-03, 0.00000000e+00, 1.67992618e-02
-9.79999974e-02, 8.44000001e-03, 0.00000000e+00, 1.67947877e-02
-9.79999974e-02, 8.46000016e-03, 0.00000000e+00, 1.67903155e-02
-9.79999974e-02, 8.48000031e-03, 0.00000000e+00, 1.67858843e-02
-9.79999974e-02, 8.50000046e-03, 0.00000000e+00, 1.67809110e-02
-9.79999974e-02, 8.51999968e-03, 0.00000000e+00, 1.67759862e-02
-9.79999974e-02, 8.53999984e-03, 0.00000000e+00, 1.67710651e-02
-9.79999974e-02, 8.55999999e-03, 0.00000000e+00, 1.67661440e-02
-9.79999974e-02, 8.58000014e-03, 0.00000000e+00, 1.67612284e-02
-9.79999974e-02, 8.60000029e-03, 0.00000000e+00, 1.67563073e-02
-9.79999974e-02, 8.62000044e-03, 0.00000000e+00, 1.67513900e-02
-9.79999974e-02, 8.63999967e-03, 0.00000000e+00, 1.67464782e-02
-9.79999974e-02, 8.65999982e-03, 0.00000000e+00, 1.67415608e-02
-9.79999974e-02, 8.67999997e-03, 0.00000000e+00, 1.67366471e-02
-9.79999974e-02, 8.70000012e-03, 0.00000000e+00, 1.67317353e-02
-9.79999974e-02, 8.72000027e-03, 0.00000000e+00, 1.67268217e-02
-9.79999974e-02, 8.74000043e-03, 0.00000000e+00, 1.67219136e-02
-9.79999974e-02, 8.75999965e-03, 0.00000000e+00, 1.67170055e-02
-9.79999974e-02, 8.77999980e-03, 0.00000000e+00, 1.67120956e-02
-9.79999974e-02, 8.79999995e-03, 0.00000000e+00, 1.67071912e-02
-9.79999974e-02, 8.82000010e-03, 0.00000000e+00, 1.67022850e-02
-9.79999974e-02, 8.84000026e-03, 0.00000000e+00, 1.66973807e-02
-9.79999974e-02, 8.86000041e-03, 0.00000000e+00, 1.66924782e-02
-9.79999974e-02, 8.87999963e-03, 0.00000000e+00, 1.66875795e-02
-9.79999974e-02, 8.89999978e-03, 0.00000000e+00, 1.66826788e-02
-9.79999974e-02, 8.91999993e-03, 0.00000000e+00, 1.66777819e-02
-9.79999974e-02, 8.94000009e-03, 0.00000000e+00, 1.66728813e-02
-9.79999974e-02, 8.96000024e-03, 0.00000000e+00, 1.66679863e-02
-9.79999974e-02, 8.98000039e-03, 0.00000000e+00, 1.66630894e-02
-9.79999974e-02, 8.99999961e-03, 0.00000000e+00, 1.66581981e-02
-9.79999974e-02, 9.01999976e-03, 0.00000000e+00, 1.66533068e-02
-9.79999974e-02, 9.03999992e-03, 0.00000000e+00, 1.66484136e-02
-9.79999974e-02, 9.06000007e-03, 0.00000000e+00, 1.66435242e-02
-9.79999974e-02, 9.08000022e-03, 0.00000000e+00, 1.66386347e-02
-9.79999974e-02, 9.10000037e-03, 0.00000000e+00, 1.66336559e-02
-9.79999974e-02, 9.11999959e-03, 0.00000000e+00, 1.66274812e-02
-9.79999974e-02, 9.13999975e-03, 0.00000000e+00, 1.66213084e-02
-9.79999974e-02, 9.15999990e-03, 0.00000000e+00, 1.66151319e-02
-9.79999974e-02, 9.18000005e-03, 0.00000000e+00, 1.66089553e-02
-9.79999974e-02, 9.20000020e-03, 0.00000000e+00, 1.66027844e-02
-9.79999974e-02, 9.22000036e-03, 0.00000000e+00, 1.65966097e-02
-9.79999974e-02, 9.23999958e-03, 0.00000000e+00, 1.65904388e-02
-9.79999974e-02, 9.25999973e-03, 0.00000000e+00, 1.65842660e-02
-9.79999974e-02, 9.27999988e-03, 0.00000000e+00, 1.65780969e-02
-9.79999974e-02, 9.30000003e-03, 0.00000000e+00, 1.65719222e-02
-9.79999974e-02, 9.32000019e-03, 0.00000000e+00, 1.65657531e-02
-9.79999974e-02, 9.34000034e-03, 0.00000000e+00, 1.65595841e-02
-9.79999974e-02, 9.35999956e-03, 0.00000000e+00, 1.65534150e-02
-9.79999974e-02, 9.37999971e-03, 0.00000000e+00, 1.65472440e-02
-9.79999974e-02, 9.39999986e-03, 0.00000000e+00, 1.65410731e-02
-9.79999974e-02, 9.42000002e-03, 0.00000000e+00, 1.65349711e-02
-9.79999974e-02, 9.44000017e-03, 0.00000000e+00, 1.65293962e-02
-9.79999974e-02, 9.46000032e-03, 0.00000000e+00, 1.65238194e-02
-9.79999974e-02, 9.47999954e-03, 0.00000000e+00, 1.65182464e-02
-9.79999974e-02, 9.49999969e-03, 0.00000000e+00, 1.65126752e-02
-9.79999974e-02, 9.51999985e-03, 0.00000000e+00, 1.65071040e-02
-9.79999974e-02, 9.54000000e-03, 0.00000000e+00, 1.65015347e-02
-9.79999974e-02, 9.56000015e-03, 0.00000000e+00, 1.64959636e-02
-9.79999974e-02, 9.58000030e-03, 0.00000000e+00, 1.64903924e-02
-9.79999974e-02, 9.60000046e-03, 0.00000000e+00, 1.64848249e-02
-9.79999974e-02, 9.61999968e-03, 0.00000000e+00, 1.64792575e-02
-9.79999974e-02, 9.63999983e-03, 0.00000000e+00, 1.64736900e-02
-9.79999974e-02, 9.65999998e-03, 0.00000000e+00, 1.64681263e-02
-9.79999974e-02, 9.68000013e-03, 0.00000000e+00, 1.64625645e-02
-9.79999974e-02, 9.70000029e-03, 0.00000000e+00, 1.64570007e-02
-9.79999974e-02, 9.72000044e-03, 0.00000000e+00, 1.64514389e-02
-9.79999974e-02, 9.73999966e-03, 0.00000000e+00, 1.64458789e-02
-9.79999974e-02, 9.75999981e-03, 0.00000000e+00, 1.64403170e-02
-9.79999974e-02, 9.77999996e-03, 0.00000000e+00, 1.64347552e-02
-9.79999974e-02, 9.80000012e-03, 0.00000000e+00, 1.64291989e-02
-9.79999974e-02, 9.82000027e-03, 0.00000000e+00, 1.64236389e-02
-9.79999974e-02, 9.84000042e-03, 0.00000000e+00, 1.64180826e-02
-9.79999974e-02, 9.85999964e-03, 0.00000000e+00, 1.64125282e-02
-9.79999974e-02, 9.87999979e-03, 0.00000000e+00, 1.64069720e-02
-9.79999974e-02, 9.89999995e-03, 0.00000000e+00, 1.64014213e-02
-9.79999974e-02, 9.92000010e-03, 0.00000000e+00, 1.63967554e-02
-9.79999974e-02, 9.94000025e-03, 0.00000000e+00, 1.63922012e-02
-9.79999974e-02, 9.96000040e-03, 0.00000000e+00, 1.63877755e-02
-9.79999974e-02, 9.97999962e-03, 0.00000000e+00, 1.63830947e-02
-9.79999974e-02, 9.99999978e-03, 0.00000000e+00, 1.63785443e-02
-9.79999974e-02, 1.00199999e-02, 0.00000000e+00, 1.63739920e-02
-9.79999974e-02, 1.00400001e-02, 0.00000000e+00, 1.63694415e-02
-9.79999974e-02, 1.00600002e-02, 0.00000000e+00, 1.63648911e-02
-9.79999974e-02, 1.00800004e-02, 0.00000000e+00, 1.63603351e-02
-9.79999974e-02, 1.00999996e-02, 0.00000000e+00, 1.63557846e-02
-9.79999974e-02, 1.01199998e-02, 0.00000000e+00, 1.63512342e-02
-9.79999974e-02, 1.01399999e-02, 0.00000000e+00, 1.63466781e-02
-9.79999974e-02, 1.01600001e-02, 0.00000000e+00, 1.63421258e-02
-9.79999974e-02, 1.01800002e-02, 0.00000000e+00, 1.63375735e-02
-9.79999974e-02, 1.02000004e-02, 0.00000000e+00, 1.63330212e-02
-9.79999974e-02, 1.02199996e-02, 0.00000000e+00, 1.63284689e-02
-9.79999974e-02, 1.02399997e-02, 0.00000000e+00, 1.63239203e-02
-9.79999974e-02, 1.02599999e-02, 0.00000000e+00, 1.63193662e-02
-9.79999974e-02, 1.02800000e-02, 0.00000000e+00, 1.63148157e-02
-9.79999974e-02, 1.03000002e-02, 0.00000000e+00, 1.63102634e-02
-9.79999974e-02, 1.03200004e-02, 0.00000000e+00, 1.63057111e-02
-9.79999974e-02, 1.03399996e-02, 0.00000000e+00, 1.63011607e-02
-9.79999974e-02, 1.03599997e-02, 0.00000000e+00, 1.62966084e-02
-9.79999974e-02, 1.03799999e-02, 0.00000000e+00, 1.62920579e-02
-9.79999974e-02, 1.04000000e-02, 0.00000000e+00, 1.62875075e-02
-9.79999974e-02, 1.04200002e-02, 0.00000000e+00, 1.62829533e-02
-9.79999974e-02, 1.04400003e-02, 0.00000000e+00, 1.62784029e-02
-9.79999974e-02, 1.04599996e-02, 0.00000000e+00, 1.62729658e-02
-9.79999974e-02, 1.04799997e-02, 0.00000000e+00, 1.62673201e-02
-9.79999974e-02, 1.04999999e-02, 0.00000000e+00, 1.62616745e-02
-9.79999974e-02, 1.05200000e-02, 0.00000000e+00, 1.62560269e-02
-9.79999974e-02, 1.05400002e-02, 0.00000000e+00, 1.62503831e-02
-9.79999974e-02, 1.05600003e-02, 0.00000000e+00, 1.62447337e-02
-9.79999974e-02, 1.05799995e-02, 0.00000000e+00, 1.62390936e-02
-9.79999974e-02, 1.05999997e-02, 0.00000000e+00, 1.62334479e-02
-9.79999974e-02, 1.06199998e-02, 0.00000000e+00, 1.62278041e-02
-9.79999974e-02, 1.06400000e-02, 0.00000000e+00, 1.62221603e-02
-9.79999974e-02, 1.06600001e-02, 0.00000000e+00, 1.62165184e-02
-9.79999974e-02, 1.06800003e-02, 0.00000000e+00, 1.62108745e-02
-9.79999974e-02, 1.07000005e-02, 0.00000000e+00, 1.62052307e-02
-9.79999974e-02, 1.07199997e-02, 0.00000000e+00, 1.61995906e-02
-9.79999974e-02, 1.07399998e-02, 0.00000000e+00, 1.61939505e-02
-9.79999974e-02, 1.07600000e-02, 0.00000000e+00, 1.61883105e-02
-9.79999974e-02, 1.07800001e-02, 0.00000000e+00, 1.61826722e-02
-9.79999974e-02, 1.08000003e-02, 0.00000000e+00, 1.61770303e-02
-9.79999974e-02, 1.08200004e-02, 0.00000000e+00, 1.61713902e-02
-9.79999974e-02, 1.08399997e-02, 0.00000000e+00, 1.61657538e-02
-9.79999974e-02, 1.08599998e-02, 0.00000000e+00, 1.61601156e-02
-9.79999974e-02, 1.08800000e-02, 0.00000000e+00, 1.61544774e-02
-9.79999974e-02, 1.09000001e-02, 0.00000000e+00, 1.61488410e-02
-9.79999974e-02, 1.09200003e-02, 0.00000000e+00, 1.61432028e-02
-9.79999974e-02, 1.09400004e-02, 0.00000000e+00, 1.61374211e-02
-9.79999974e-02, 1.09599996e-02, 0.00000000e+00, 1.61302220e-02
-9.79999974e-02, 1.09799998e-02, 0.00000000e+00, 1.61230285e-02
-9.79999974e-02, 1.09999999e-02, 0.00000000e+00, 1.61158387e-02
-9.79999974e-02, 1.10200001e-02, 0.00000000e+00, 1.61086451e-02
-9.79999974e-02, 1.10400002e-02, 0.00000000e+00, 1.61014553e-02
-9.79999974e-02, 1.10600004e-02, 0.00000000e+00, 1.60942636e-02
-9.79999974e-02, 1.10799996e-02, 0.00000000e+00, 1.60870794e-02
-9.79999974e-02, 1.10999998e-02, 0.00000000e+00, 1.60798952e-02
-9.79999974e-02, 1.11199999e-02, 0.00000000e+00, 1.60727091e-02
-9.79999974e-02, 1.11400001e-02, 0.00000000e+00, 1.60655268e-02
-9.79999974e-02, 1.11600002e-02, 0.00000000e+00, 1.60583481e-02
-9.79999974e-02, 1.11800004e-02, 0.00000000e+00, 1.60511713e-02
-9.79999974e-02, 1.11999996e-02, 0.00000000e+00, 1.60439927e-02
-9.79999974e-02, 1.12199998e-02, 0.00000000e+00, 1.60368159e-02
-9.79999974e-02, 1.12399999e-02, 0.00000000e+00, 1.60296429e-02
-9.79999974e-02, 1.12600001e-02, 0.00000000e+00, 1.60224698e-02
-9.79999974e-02, 1.12800002e-02, 0.00000000e+00, 1.60152968e-02
-9.79999974e-02, 1.13000004e-02, 0.00000000e+00, 1.60081293e-02
-9.79999974e-02, 1.13199996e-02, 0.00000000e+00, 1.60009637e-02
-9.79999974e-02, 1.13399997e-02, 0.00000000e+00, 1.59937982e-02
-9.79999974e-02, 1.13599999e-02, 0.00000000e+00, 1.59867574e-02
-9.79999974e-02, 1.13800000e-02, 0.00000000e+00, 1.59801934e-02
-9.79999974e-02, 1.14000002e-02, 0.00000000e+00, 1.59736294e-02
-9.79999974e-02, 1.14200003e-02, 0.00000000e+00, 1.59670692e-02
-9.79999974e-02, 1.14399996e-02, 0.00000000e+00, 1.59605108e-02
-9.79999974e-02, 1.14599997e-02, 0.00000000e+00, 1.59539543e-02
-9.79999974e-02, 1.14799999e-02, 0.00000000e+00, 1.59473978e-02
-9.79999974e-02, 1.15000000e-02, 0.00000000e+00, 1.59408450e-02
-9.79999974e-02, 1.15200002e-02, 0.00000000e+00, 1.59342904e-02
-9.79999974e-02, 1.15400003e-02, 0.00000000e+00, 1.59277413e-02
-9.79999974e-02, 1.15599995e-02, 0.00000000e+00, 1.59211922e-02
-9.79999974e-02, 1.15799997e-02, 0.00000000e+00, 1.59146469e-02
-9.79999974e-02, 1.15999999e-02, 0.00000000e+00, 1.59081053e-02
-9.79999974e-02, 1.16200000e-02, 0.00000000e+00, 1.59015600e-02
-9.79999974e-02, 1.16400002e-02, 0.00000000e+00, 1.58950165e-02
-9.79999974e-02, 1.16600003e-02, 0.00000000e+00, 1.58884786e-02
-9.79999974e-02, 1.16800005e-02, 0.00000000e+00, 1.58819407e-02
-9.79999974e-02, 1.16999997e-02, 0.00000000e+00, 1.58754047e-02
-9.79999974e-02, 1.17199998e-02, 0.00000000e+00, 1.58688724e-02
-9.79999974e-02, 1.17400000e-02, 0.00000000e+00, 1.58623364e-02
-9.79999974e-02, 1.17600001e-02, 0.00000000e+00, 1.58558078e-02
-9.79999974e-02, 1.17800003e-02, 0.00000000e+00, 1.58492792e-02
-9.79999974e-02, 1.18000004e-02, 0.00000000e+00, 1.58427507e-02
-9.79999974e-02, 1.18199997e-02, 0.00000000e+00, 1.58362258e-02
-9.79999974e-02, 1.18399998e-02, 0.00000000e+00, 1.58297028e-02
-9.79999974e-02, 1.18600000e-02, 0.00000000e+00, 1.58231799e-02
-9.79999974e-02, 1.18800001e-02, 0.00000000e+00, 1.58166587e-02
-9.79999974e-02, 1.19000003e-02, 0.00000000e+00, 1.58101413e-02
-9.79999974e-02, 1.19200004e-02, 0.00000000e+00, 1.58036258e-02
-9.79999974e-02, 1.19399996e-02, 0.00000000e+00, 1.57971103e-02
-9.79999974e-02, 1.19599998e-02, 0.00000000e+00, 1.57905985e-02
-9.79999974e-02, 1.19800000e-02, 0.00000000e+00, 1.57840885e-02
-9.79999974e-02, 1.20000001e-02, 0.00000000e+00, 1.57775767e-02
-9.79999974e-02, 1.20200003e-02, 0.00000000e+00, 1.57710686e-02
-9.79999974e-02, 1.20400004e-02, 0.00000000e+00, 1.57643855e-02
-9.79999974e-02, 1.20599996e-02, 0.00000000e+00, 1.57574676e-02
-9.79999974e-02, 1.20799998e-02, 0.00000000e+00, 1.57505479e-02
-9.79999974e-02, 1.20999999e-02, 0.00000000e+00, 1.57429930e-02
-9.79999974e-02, 1.21200001e-02, 0.00000000e+00, 1.57363936e-02
-9.79999974e-02, 1.21400002e-02, 0.00000000e+00, 1.57300197e-02
-9.79999974e-02, 1.21600004e-02, 0.00000000e+00, 1.57236438e-02
-9.79999974e-02, 1.21799996e-02, 0.00000000e+00, 1.57172699e-02
-9.79999974e-02, 1.21999998e-02, 0.00000000e+00, 1.57108959e-02
-9.79999974e-02, 1.22199999e-02, 0.00000000e+00, 1.57045238e-02
-9.79999974e-02, 1.22400001e-02, 0.00000000e+00, 1.56981498e-02
-9.79999974e-02, 1.22600002e-02, 0.00000000e+00, 1.56917758e-02
-9.79999974e-02, 1.22800004e-02, 0.00000000e+00, 1.56854037e-02
-9.79999974e-02, 1.22999996e-02, 0.00000000e+00, 1.56790297e-02
-9.79999974e-02, 1.23199997e-02, 0.00000000e+00, 1.56726576e-02
-9.79999974e-02, 1.23399999e-02, 0.00000000e+00, 1.56662855e-02
-9.79999974e-02, 1.23600001e-02, 0.00000000e+00, 1.56599153e-02
-9.79999974e-02, 1.23800002e-02, 0.00000000e+00, 1.56535450e-02
-9.79999974e-02, 1.24000004e-02, 0.00000000e+00, 1.56471729e-02
-9.79999974e-02, 1.24199996e-02, 0.00000000e+00, 1.56408008e-02
-9.79999974e-02, 1.24399997e-02, 0.00000000e+00, 1.56344287e-02
-9.79999974e-02, 1.24599999e-02, 0.00000000e+00, 1.56280585e-02
-9.79999974e-02, 1.24800000e-02, 0.00000000e+00, 1.56216901e-02
-9.79999974e-02, 1.25000002e-02, 0.00000000e+00, 1.56153170e-02
-9.79999974e-02, 1.25200003e-02, 0.00000000e+00, 1.56089487e-02
-9.79999974e-02, 1.25399996e-02, 0.00000000e+00, 1.56025793e-02
-9.79999974e-02, 1.25599997e-02, 0.00000000e+00, 1.55962082e-02
-9.79999974e-02, 1.25799999e-02, 0.00000000e+00, 1.55898416e-02
-9.79999974e-02, 1.26000000e-02, 0.00000000e+00, 1.55834714e-02
-9.79999974e-02, 1.26200002e-02, 0.00000000e+00, 1.55771039e-02
-9.79999974e-02, 1.26400003e-02, 0.00000000e+00, 1.55707374e-02
-9.79999974e-02, 1.26599995e-02, 0.00000000e+00, 1.55643681e-02
-9.79999974e-02, 1.26799997e-02, 0.00000000e+00, 1.55580016e-02
-9.79999974e-02, 1.26999998e-02, 0.00000000e+00, 1.55516351e-02
-9.79999974e-02, 1.27200000e-02, 0.00000000e+00, 1.55452667e-02
-9.79999974e-02, 1.27400002e-02, 0.00000000e+00, 1.55388992e-02
-9.79999974e-02, 1.27600003e-02, 0.00000000e+00, 1.55325327e-02
-9.79999974e-02, 1.27800005e-02, 0.00000000e+00, 1.55261671e-02
-9.79999974e-02, 1.27999997e-02, 0.00000000e+00, 1.55198015e-02
-9.79999974e-02, 1.28199998e-02, 0.00000000e+00, 1.55134369e-02
-9.79999974e-02, 1.28400000e-02, 0.00000000e+00, 1.55056389e-02
-9.79999974e-02, 1.28600001e-02, 0.00000000e+00, 1.54972989e-02
-9.79999974e-02, 1.28800003e-02, 0.00000000e+00, 1.54889626e-02
-9.79999974e-02, 1.29000004e-02, 0.00000000e+00, 1.54806245e-02
-9.79999974e-02, 1.29199997e-02, 0.00000000e+00, 1.54722901e-02
-9.79999974e-02, 1.29399998e-02, 0.00000000e+00, 1.54639548e-02
-9.79999974e-02, 1.29600000e-02, 0.00000000e+00, 1.54556222e-02
-9.79999974e-02, 1.29800001e-02, 0.00000000e+00, 1.54472878e-02
-9.79999974e-02, 1.30000003e-02, 0.00000000e+00, 1.54389571e-02
-9.79999974e-02, 1.30200004e-02, 0.00000000e+00, 1.54306274e-02
-9.79999974e-02, 1.30399996e-02, 0.00000000e+00, 1.54222986e-02
-9.79999974e-02, 1.30599998e-02, 0.00000000e+00, 1.54139707e-02
-9.79999974e-02, 1.30799999e-02, 0.00000000e+00, 1.54056456e-02
-9.79999974e-02, 1.31000001e-02, 0.00000000e+00, 1.53973205e-02
-9.79999974e-02, 1.31200003e-02, 0.00000000e+00, 1.53889963e-02
-9.79999974e-02, 1.31400004e-02, 0.00000000e+00, 1.53806740e-02
-9.79999974e-02, 1.31599996e-02, 0.00000000e+00, 1.53717743e-02
-9.79999974e-02, 1.31799998e-02, 0.00000000e+00, 1.53612066e-02
-9.79999974e-02, 1.31999999e-02, 0.00000000e+00, 1.53506408e-02
-9.79999974e-02, 1.32200001e-02, 0.00000000e+00, 1.53400777e-02
-9.79999974e-02, 1.32400002e-02, 0.00000000e+00, 1.53295202e-02
-9.79999974e-02, 1.32600004e-02, 0.00000000e+00, 1.53189590e-02
-9.79999974e-02, 1.32799996e-02, 0.00000000e+00, 1.53084062e-02
-9.79999974e-02, 1.32999998e-02, 0.00000000e+00, 1.52978515e-02
-9.79999974e-02, 1.33199999e-02, 0.00000000e+00, 1.52872968e-02
-9.79999974e-02, 1.33400001e-02, 0.00000000e+00, 1.52767487e-02
-9.79999974e-02, 1.33600002e-02, 0.00000000e+00, 1.52662015e-02
-9.79999974e-02, 1.33800004e-02, 0.00000000e+00, 1.52556542e-02
-9.79999974e-02, 1.33999996e-02, 0.00000000e+00, 1.52451098e-02
-9.79999974e-02, 1.34199997e-02, 0.00000000e+00, 1.52345682e-02
-9.79999974e-02, 1.34399999e-02, 0.00000000e+00, 1.52240302e-02
-9.79999974e-02, 1.34600000e-02, 0.00000000e+00, 1.52134923e-02
-9.79999974e-02, 1.34800002e-02, 0.00000000e+00, 1.52029572e-02
-9.79999974e-02, 1.35000004e-02, 0.00000000e+00, 1.51924239e-02
-9.79999974e-02, 1.35199996e-02, 0.00000000e+00, 1.51820295e-02
-9.79999974e-02, 1.35399997e-02, 0.00000000e+00, 1.51735023e-02
-9.79999974e-02, 1.35599999e-02, 0.00000000e+00, 1.51649760e-02
-9.79999974e-02, 1.35800000e-02, 0.00000000e+00, 1.51564516e-02
-9.79999974e-02, 1.36000002e-02, 0.00000000e+00, 1.51479254e-02
-9.79999974e-02, 1.36200003e-02, 0.00000000e+00, 1.51394028e-02
-9.79999974e-02, 1.36399996e-02, 0.00000000e+00, 1.51308794e-02
-9.79999974e-02, 1.36599997e-02, 0.00000000e+00, 1.51223596e-02
-9.79999974e-02, 1.36799999e-02, 0.00000000e+00, 1.51138389e-02
-9.79999974e-02, 1.37000000e-02, 0.00000000e+00, 1.51053155e-02
-9.79999974e-02, 1.37200002e-02, 0.00000000e+00, 1.50967976e-02
-9.79999974e-02, 1.37400003e-02, 0.00000000e+00, 1.50882779e-02
-9.79999974e-02, 1.37599995e-02, 0.00000000e+00, 1.50797619e-02
-9.79999974e-02, 1.37799997e-02, 0.00000000e+00, 1.50712449e-02
-9.79999974e-02, 1.37999998e-02, 0.00000000e+00, 1.50627261e-02
-9.79999974e-02, 1.38200000e-02, 0.00000000e+00, 1.50542138e-02
-9.79999974e-02, 1.38400001e-02, 0.00000000e+00, 1.50456987e-02
-9.79999974e-02, 1.38600003e-02, 0.00000000e+00, 1.50371836e-02
-9.79999974e-02, 1.38800004e-02, 0.00000000e+00, 1.50286742e-02
